Comunidades y Ciudades Autónomas;Periodo;Total
13 Madrid, Comunidad de;2011M02;3455
13 Madrid, Comunidad de;2011M01;3965
13 Madrid, Comunidad de;2010M12;3677
13 Madrid, Comunidad de;2010M11;3419
13 Madrid, Comunidad de;2010M10;3384
13 Madrid, Comunidad de;2010M09;2995
13 Madrid, Comunidad de;2010M08;3199
13 Madrid, Comunidad de;2010M07;3511
13 Madrid, Comunidad de;2010M06;3192
13 Madrid, Comunidad de;2010M05;3413
13 Madrid, Comunidad de;2010M04;3368
13 Madrid, Comunidad de;2010M03;335
13 Madrid, Comunidad de;2010M02;3429
13 Madrid, Comunidad de;2010M01;3891
13 Madrid, Comunidad de;2009M12;3779
13 Madrid, Comunidad de;2009M11;3383
13 Madrid, Comunidad de;2009M10;3446
13 Madrid, Comunidad de;2009M09;2985
13 Madrid, Comunidad de;2009M08;3474
13 Madrid, Comunidad de;2009M07;3294
13 Madrid, Comunidad de;2009M06;3178
13 Madrid, Comunidad de;2009M05;3317
13 Madrid, Comunidad de;2009M04;3396
13 Madrid, Comunidad de;2009M03;3442
13 Madrid, Comunidad de;2009M02;328
13 Madrid, Comunidad de;2009M01;4294
13 Madrid, Comunidad de;2008M12;3952
13 Madrid, Comunidad de;2008M11;3397
13 Madrid, Comunidad de;2008M10;3492
13 Madrid, Comunidad de;2008M09;2882
13 Madrid, Comunidad de;2008M08;3176
13 Madrid, Comunidad de;2008M07;3304
13 Madrid, Comunidad de;2008M06;3238
13 Madrid, Comunidad de;2008M05;3206
13 Madrid, Comunidad de;2008M04;3411
13 Madrid, Comunidad de;2008M03;3735
13 Madrid, Comunidad de;2008M02;3578
13 Madrid, Comunidad de;2008M01;3899
13 Madrid, Comunidad de;2007M12;3786
13 Madrid, Comunidad de;2007M11;359
13 Madrid, Comunidad de;2007M10;3389
13 Madrid, Comunidad de;2007M09;2972
13 Madrid, Comunidad de;2007M08;3243
13 Madrid, Comunidad de;2007M07;3319
13 Madrid, Comunidad de;2007M06;3149
13 Madrid, Comunidad de;2007M05;3221
13 Madrid, Comunidad de;2007M04;3351
13 Madrid, Comunidad de;2007M03;3711
13 Madrid, Comunidad de;2007M02;3618
13 Madrid, Comunidad de;2007M01;4044
13 Madrid, Comunidad de;2006M12;3778
13 Madrid, Comunidad de;2006M11;3304
13 Madrid, Comunidad de;2006M10;3198
13 Madrid, Comunidad de;2006M09;2968
13 Madrid, Comunidad de;2006M08;3121
13 Madrid, Comunidad de;2006M07;3411
13 Madrid, Comunidad de;2006M06;3197
13 Madrid, Comunidad de;2006M05;328
13 Madrid, Comunidad de;2006M04;3193
13 Madrid, Comunidad de;2006M03;3599
13 Madrid, Comunidad de;2006M02;3254
13 Madrid, Comunidad de;2006M01;3579
13 Madrid, Comunidad de;2005M12;3565
13 Madrid, Comunidad de;2005M11;3206
13 Madrid, Comunidad de;2005M10;3152
13 Madrid, Comunidad de;2005M09;288
13 Madrid, Comunidad de;2005M08;3052
13 Madrid, Comunidad de;2005M07;315
13 Madrid, Comunidad de;2005M06;3065
13 Madrid, Comunidad de;2005M05;3164
13 Madrid, Comunidad de;2005M04;3195
13 Madrid, Comunidad de;2005M03;3942
13 Madrid, Comunidad de;2005M02;3619
13 Madrid, Comunidad de;2005M01;4852
13 Madrid, Comunidad de;2004M12;4115
13 Madrid, Comunidad de;2004M11;3459
13 Madrid, Comunidad de;2004M10;3313
13 Madrid, Comunidad de;2004M09;285
13 Madrid, Comunidad de;2004M08;3101
13 Madrid, Comunidad de;2004M07;3282
13 Madrid, Comunidad de;2004M06;305
13 Madrid, Comunidad de;2004M05;3271
13 Madrid, Comunidad de;2004M04;322
13 Madrid, Comunidad de;2004M03;3554
13 Madrid, Comunidad de;2004M02;3289
13 Madrid, Comunidad de;2004M01;3789
13 Madrid, Comunidad de;2003M12;389
13 Madrid, Comunidad de;2003M11;36
13 Madrid, Comunidad de;2003M10;3377
13 Madrid, Comunidad de;2003M09;2923
13 Madrid, Comunidad de;2003M08;3743
13 Madrid, Comunidad de;2003M07;3367
13 Madrid, Comunidad de;2003M06;339
13 Madrid, Comunidad de;2003M05;3289
13 Madrid, Comunidad de;2003M04;3256
13 Madrid, Comunidad de;2003M03;3514
13 Madrid, Comunidad de;2003M02;3323
13 Madrid, Comunidad de;2003M01;3757
13 Madrid, Comunidad de;2002M12;3435
13 Madrid, Comunidad de;2002M11;3124
13 Madrid, Comunidad de;2002M10;3144
13 Madrid, Comunidad de;2002M09;2909
13 Madrid, Comunidad de;2002M08;2956
13 Madrid, Comunidad de;2002M07;3066
13 Madrid, Comunidad de;2002M06;3215
13 Madrid, Comunidad de;2002M05;3108
13 Madrid, Comunidad de;2002M04;3206
13 Madrid, Comunidad de;2002M03;3399
13 Madrid, Comunidad de;2002M02;3288
13 Madrid, Comunidad de;2002M01;4431
13 Madrid, Comunidad de;2001M12;3694
13 Madrid, Comunidad de;2001M11;3256
13 Madrid, Comunidad de;2001M10;3085
13 Madrid, Comunidad de;2001M09;2782
13 Madrid, Comunidad de;2001M08;3154
13 Madrid, Comunidad de;2001M07;3187
13 Madrid, Comunidad de;2001M06;3131
13 Madrid, Comunidad de;2001M05;3272
13 Madrid, Comunidad de;2001M04;3036
13 Madrid, Comunidad de;2001M03;3362
13 Madrid, Comunidad de;2001M02;3047
13 Madrid, Comunidad de;2001M01;3552
13 Madrid, Comunidad de;2000M12;3271
13 Madrid, Comunidad de;2000M11;3099
13 Madrid, Comunidad de;2000M10;3108
13 Madrid, Comunidad de;2000M09;28
13 Madrid, Comunidad de;2000M08;2962
13 Madrid, Comunidad de;2000M07;2955
13 Madrid, Comunidad de;2000M06;3011
13 Madrid, Comunidad de;2000M05;3087
13 Madrid, Comunidad de;2000M04;3098
13 Madrid, Comunidad de;2000M03;3141
13 Madrid, Comunidad de;2000M02;3246
13 Madrid, Comunidad de;2000M01;406
13 Madrid, Comunidad de;1999M12;3479
13 Madrid, Comunidad de;1999M11;3018
13 Madrid, Comunidad de;1999M10;2959
13 Madrid, Comunidad de;1999M09;2612
13 Madrid, Comunidad de;1999M08;2762
13 Madrid, Comunidad de;1999M07;2997
13 Madrid, Comunidad de;1999M06;2723
13 Madrid, Comunidad de;1999M05;2953
13 Madrid, Comunidad de;1999M04;298
13 Madrid, Comunidad de;1999M03;3293
13 Madrid, Comunidad de;1999M02;3981
13 Madrid, Comunidad de;1999M01;4325
13 Madrid, Comunidad de;1998M12;3448
13 Madrid, Comunidad de;1998M11;2925
13 Madrid, Comunidad de;1998M10;3061
13 Madrid, Comunidad de;1998M09;2602
13 Madrid, Comunidad de;1998M08;2898
13 Madrid, Comunidad de;1998M07;3075
13 Madrid, Comunidad de;1998M06;2968
13 Madrid, Comunidad de;1998M05;2983
13 Madrid, Comunidad de;1998M04;3067
13 Madrid, Comunidad de;1998M03;3484
13 Madrid, Comunidad de;1998M02;3608
13 Madrid, Comunidad de;1998M01;3592
13 Madrid, Comunidad de;1997M12;331
13 Madrid, Comunidad de;1997M11;3012
13 Madrid, Comunidad de;1997M10;2748
13 Madrid, Comunidad de;1997M09;2594
13 Madrid, Comunidad de;1997M08;2864
13 Madrid, Comunidad de;1997M07;2851
13 Madrid, Comunidad de;1997M06;2638
13 Madrid, Comunidad de;1997M05;2889
13 Madrid, Comunidad de;1997M04;2908
13 Madrid, Comunidad de;1997M03;3165
13 Madrid, Comunidad de;1997M02;3049
13 Madrid, Comunidad de;1997M01;3665
13 Madrid, Comunidad de;1996M12;3421
13 Madrid, Comunidad de;1996M11;3363
13 Madrid, Comunidad de;1996M10;2994
13 Madrid, Comunidad de;1996M09;2711
13 Madrid, Comunidad de;1996M08;2848
13 Madrid, Comunidad de;1996M07;2977
13 Madrid, Comunidad de;1996M06;2861
13 Madrid, Comunidad de;1996M05;3027
13 Madrid, Comunidad de;1996M04;288
13 Madrid, Comunidad de;1996M03;3279
13 Madrid, Comunidad de;1996M02;3065
13 Madrid, Comunidad de;1996M01;3378
13 Madrid, Comunidad de;1995M12;3344
13 Madrid, Comunidad de;1995M11;296
13 Madrid, Comunidad de;1995M10;2935
13 Madrid, Comunidad de;1995M09;2687
13 Madrid, Comunidad de;1995M08;2786
13 Madrid, Comunidad de;1995M07;3268
13 Madrid, Comunidad de;1995M06;2747
13 Madrid, Comunidad de;1995M05;2895
13 Madrid, Comunidad de;1995M04;2961
13 Madrid, Comunidad de;1995M03;3307
13 Madrid, Comunidad de;1995M02;2933
13 Madrid, Comunidad de;1995M01;3623
13 Madrid, Comunidad de;1994M12;3232
13 Madrid, Comunidad de;1994M11;2849
13 Madrid, Comunidad de;1994M10;2972
13 Madrid, Comunidad de;1994M09;2675
13 Madrid, Comunidad de;1994M08;2752
13 Madrid, Comunidad de;1994M07;3055
13 Madrid, Comunidad de;1994M06;2734
13 Madrid, Comunidad de;1994M05;2939
13 Madrid, Comunidad de;1994M04;2812
13 Madrid, Comunidad de;1994M03;3063
13 Madrid, Comunidad de;1994M02;3006
13 Madrid, Comunidad de;1994M01;344
13 Madrid, Comunidad de;1993M12;3252
13 Madrid, Comunidad de;1993M11;2928
13 Madrid, Comunidad de;1993M10;294
13 Madrid, Comunidad de;1993M09;2595
13 Madrid, Comunidad de;1993M08;2711
13 Madrid, Comunidad de;1993M07;2863
13 Madrid, Comunidad de;1993M06;2732
13 Madrid, Comunidad de;1993M05;2787
13 Madrid, Comunidad de;1993M04;2862
13 Madrid, Comunidad de;1993M03;3418
13 Madrid, Comunidad de;1993M02;326
13 Madrid, Comunidad de;1993M01;3216
13 Madrid, Comunidad de;1992M12;303
13 Madrid, Comunidad de;1992M11;2832
13 Madrid, Comunidad de;1992M10;2939
13 Madrid, Comunidad de;1992M09;2585
13 Madrid, Comunidad de;1992M08;2607
13 Madrid, Comunidad de;1992M07;2963
13 Madrid, Comunidad de;1992M06;2687
13 Madrid, Comunidad de;1992M05;276
13 Madrid, Comunidad de;1992M04;2848
13 Madrid, Comunidad de;1992M03;2944
13 Madrid, Comunidad de;1992M02;3121
13 Madrid, Comunidad de;1992M01;3569
13 Madrid, Comunidad de;1991M12;3173
13 Madrid, Comunidad de;1991M11;3017
13 Madrid, Comunidad de;1991M10;2872
13 Madrid, Comunidad de;1991M09;2517
13 Madrid, Comunidad de;1991M08;2864
13 Madrid, Comunidad de;1991M07;2996
13 Madrid, Comunidad de;1991M06;2735
13 Madrid, Comunidad de;1991M05;294
13 Madrid, Comunidad de;1991M04;2833
13 Madrid, Comunidad de;1991M03;3186
13 Madrid, Comunidad de;1991M02;326
13 Madrid, Comunidad de;1991M01;3439
13 Madrid, Comunidad de;1990M12;3338
13 Madrid, Comunidad de;1990M11;2922
13 Madrid, Comunidad de;1990M10;2818
13 Madrid, Comunidad de;1990M09;2557
13 Madrid, Comunidad de;1990M08;2559
13 Madrid, Comunidad de;1990M07;2929
13 Madrid, Comunidad de;1990M06;2665
13 Madrid, Comunidad de;1990M05;2638
13 Madrid, Comunidad de;1990M04;2669
13 Madrid, Comunidad de;1990M03;2927
13 Madrid, Comunidad de;1990M02;2964
13 Madrid, Comunidad de;1990M01;3904
13 Madrid, Comunidad de;1989M12;302
13 Madrid, Comunidad de;1989M11;2714
13 Madrid, Comunidad de;1989M10;2701
13 Madrid, Comunidad de;1989M09;245
13 Madrid, Comunidad de;1989M08;254
13 Madrid, Comunidad de;1989M07;281
13 Madrid, Comunidad de;1989M06;2726
13 Madrid, Comunidad de;1989M05;2655
13 Madrid, Comunidad de;1989M04;2692
13 Madrid, Comunidad de;1989M03;2824
13 Madrid, Comunidad de;1989M02;2708
13 Madrid, Comunidad de;1989M01;3284
13 Madrid, Comunidad de;1988M12;3325
13 Madrid, Comunidad de;1988M11;2709
13 Madrid, Comunidad de;1988M10;2588
13 Madrid, Comunidad de;1988M09;2408
13 Madrid, Comunidad de;1988M08;2658
13 Madrid, Comunidad de;1988M07;276
13 Madrid, Comunidad de;1988M06;2432
13 Madrid, Comunidad de;1988M05;2582
13 Madrid, Comunidad de;1988M04;2559
13 Madrid, Comunidad de;1988M03;309
13 Madrid, Comunidad de;1988M02;2692
13 Madrid, Comunidad de;1988M01;292
13 Madrid, Comunidad de;1987M12;2856
13 Madrid, Comunidad de;1987M11;2652
13 Madrid, Comunidad de;1987M10;2684
13 Madrid, Comunidad de;1987M09;2301
13 Madrid, Comunidad de;1987M08;2494
13 Madrid, Comunidad de;1987M07;2373
13 Madrid, Comunidad de;1987M06;2436
13 Madrid, Comunidad de;1987M05;2467
13 Madrid, Comunidad de;1987M04;2618
13 Madrid, Comunidad de;1987M03;2624
13 Madrid, Comunidad de;1987M02;261
13 Madrid, Comunidad de;1987M01;3293
13 Madrid, Comunidad de;1986M12;2541
13 Madrid, Comunidad de;1986M11;2509
13 Madrid, Comunidad de;1986M10;2401
13 Madrid, Comunidad de;1986M09;2181
13 Madrid, Comunidad de;1986M08;2301
13 Madrid, Comunidad de;1986M07;2541
13 Madrid, Comunidad de;1986M06;2257
13 Madrid, Comunidad de;1986M05;2395
13 Madrid, Comunidad de;1986M04;2499
13 Madrid, Comunidad de;1986M03;2583
13 Madrid, Comunidad de;1986M02;2636
13 Madrid, Comunidad de;1986M01;3201
13 Madrid, Comunidad de;1985M12;3695
13 Madrid, Comunidad de;1985M11;2702
13 Madrid, Comunidad de;1985M10;2343
13 Madrid, Comunidad de;1985M09;2119
13 Madrid, Comunidad de;1985M08;2312
13 Madrid, Comunidad de;1985M07;2554
13 Madrid, Comunidad de;1985M06;2324
13 Madrid, Comunidad de;1985M05;2604
13 Madrid, Comunidad de;1985M04;2515
13 Madrid, Comunidad de;1985M03;283
13 Madrid, Comunidad de;1985M02;2579
13 Madrid, Comunidad de;1985M01;3021
13 Madrid, Comunidad de;1984M12;269
13 Madrid, Comunidad de;1984M11;2486
13 Madrid, Comunidad de;1984M10;2386
13 Madrid, Comunidad de;1984M09;2168
13 Madrid, Comunidad de;1984M08;2222
13 Madrid, Comunidad de;1984M07;2471
13 Madrid, Comunidad de;1984M06;2343
13 Madrid, Comunidad de;1984M05;2458
13 Madrid, Comunidad de;1984M04;241
13 Madrid, Comunidad de;1984M03;2932
13 Madrid, Comunidad de;1984M02;2625
13 Madrid, Comunidad de;1984M01;2917
13 Madrid, Comunidad de;1983M12;2874
13 Madrid, Comunidad de;1983M11;2578
13 Madrid, Comunidad de;1983M10;2301
13 Madrid, Comunidad de;1983M09;217
13 Madrid, Comunidad de;1983M08;2103
13 Madrid, Comunidad de;1983M07;2276
13 Madrid, Comunidad de;1983M06;232
13 Madrid, Comunidad de;1983M05;2517
13 Madrid, Comunidad de;1983M04;2261
13 Madrid, Comunidad de;1983M03;2542
13 Madrid, Comunidad de;1983M02;2992
13 Madrid, Comunidad de;1983M01;3403
13 Madrid, Comunidad de;1982M12;275
13 Madrid, Comunidad de;1982M11;2388
13 Madrid, Comunidad de;1982M10;2342
13 Madrid, Comunidad de;1982M09;1941
13 Madrid, Comunidad de;1982M08;2256
13 Madrid, Comunidad de;1982M07;2274
13 Madrid, Comunidad de;1982M06;2437
13 Madrid, Comunidad de;1982M05;2412
13 Madrid, Comunidad de;1982M04;2291
13 Madrid, Comunidad de;1982M03;2402
13 Madrid, Comunidad de;1982M02;2467
13 Madrid, Comunidad de;1982M01;2572
13 Madrid, Comunidad de;1981M12;2798
13 Madrid, Comunidad de;1981M11;2473
13 Madrid, Comunidad de;1981M10;2342
13 Madrid, Comunidad de;1981M09;2015
13 Madrid, Comunidad de;1981M08;2148
13 Madrid, Comunidad de;1981M07;2417
13 Madrid, Comunidad de;1981M06;2516
13 Madrid, Comunidad de;1981M05;2508
13 Madrid, Comunidad de;1981M04;2391
13 Madrid, Comunidad de;1981M03;2804
13 Madrid, Comunidad de;1981M02;2555
13 Madrid, Comunidad de;1981M01;3177
13 Madrid, Comunidad de;1980M12;3056
13 Madrid, Comunidad de;1980M11;2401
13 Madrid, Comunidad de;1980M10;2353
13 Madrid, Comunidad de;1980M09;1977
13 Madrid, Comunidad de;1980M08;2154
13 Madrid, Comunidad de;1980M07;2158
13 Madrid, Comunidad de;1980M06;219
13 Madrid, Comunidad de;1980M05;2152
13 Madrid, Comunidad de;1980M04;2241
13 Madrid, Comunidad de;1980M03;2375
13 Madrid, Comunidad de;1980M02;2274
13 Madrid, Comunidad de;1980M01;2739
13 Madrid, Comunidad de;1979M12;2653
13 Madrid, Comunidad de;1979M11;2378
13 Madrid, Comunidad de;1979M10;2245
13 Madrid, Comunidad de;1979M09;1962
13 Madrid, Comunidad de;1979M08;2142
13 Madrid, Comunidad de;1979M07;222
13 Madrid, Comunidad de;1979M06;2129
13 Madrid, Comunidad de;1979M05;226
13 Madrid, Comunidad de;1979M04;2349
13 Madrid, Comunidad de;1979M03;2505
13 Madrid, Comunidad de;1979M02;2305
13 Madrid, Comunidad de;1979M01;2612
13 Madrid, Comunidad de;1978M12;2736
13 Madrid, Comunidad de;1978M11;2313
13 Madrid, Comunidad de;1978M10;2256
13 Madrid, Comunidad de;1978M09;1993
13 Madrid, Comunidad de;1978M08;2116
13 Madrid, Comunidad de;1978M07;2474
13 Madrid, Comunidad de;1978M06;2148
13 Madrid, Comunidad de;1978M05;2194
13 Madrid, Comunidad de;1978M04;2163
13 Madrid, Comunidad de;1978M03;2108
13 Madrid, Comunidad de;1978M02;3052
13 Madrid, Comunidad de;1978M01;2682
13 Madrid, Comunidad de;1977M12;2629
13 Madrid, Comunidad de;1977M11;2281
13 Madrid, Comunidad de;1977M10;2205
13 Madrid, Comunidad de;1977M09;1957
13 Madrid, Comunidad de;1977M08;2025
13 Madrid, Comunidad de;1977M07;2012
13 Madrid, Comunidad de;1977M06;2184
13 Madrid, Comunidad de;1977M05;2179
13 Madrid, Comunidad de;1977M04;2589
13 Madrid, Comunidad de;1977M03;2847
13 Madrid, Comunidad de;1977M02;2388
13 Madrid, Comunidad de;1977M01;2674
13 Madrid, Comunidad de;1976M12;2582
13 Madrid, Comunidad de;1976M11;2386
13 Madrid, Comunidad de;1976M10;2187
13 Madrid, Comunidad de;1976M09;1936
13 Madrid, Comunidad de;1976M08;2064
13 Madrid, Comunidad de;1976M07;2078
13 Madrid, Comunidad de;1976M06;2084
13 Madrid, Comunidad de;1976M05;2313
13 Madrid, Comunidad de;1976M04;2396
13 Madrid, Comunidad de;1976M03;2718
13 Madrid, Comunidad de;1976M02;2647
13 Madrid, Comunidad de;1976M01;2702
13 Madrid, Comunidad de;1975M12;2667
13 Madrid, Comunidad de;1975M11;2259
13 Madrid, Comunidad de;1975M10;2115
13 Madrid, Comunidad de;1975M09;1847
13 Madrid, Comunidad de;1975M08;1959
13 Madrid, Comunidad de;1975M07;2212
13 Madrid, Comunidad de;1975M06;2108
13 Madrid, Comunidad de;1975M05;2243
13 Madrid, Comunidad de;1975M04;2241
13 Madrid, Comunidad de;1975M03;2443
13 Madrid, Comunidad de;1975M02;2189
13 Madrid, Comunidad de;1975M01;2737
12 Galicia;2018M12;276
12 Galicia;2018M11;2606
12 Galicia;2018M10;2505
12 Galicia;2018M09;2232
12 Galicia;2018M08;2375
12 Galicia;2018M07;2469
12 Galicia;2018M06;2446
12 Galicia;2018M05;2574
12 Galicia;2018M04;2715
12 Galicia;2018M03;3176
12 Galicia;2018M02;3039
12 Galicia;2018M01;3522
12 Galicia;2017M12;3079
12 Galicia;2017M11;2561
12 Galicia;2017M10;2501
12 Galicia;2017M09;2283
12 Galicia;2017M08;2406
12 Galicia;2017M07;231
12 Galicia;2017M06;241
12 Galicia;2017M05;2506
12 Galicia;2017M04;2638
12 Galicia;2017M03;2795
12 Galicia;2017M02;2899
12 Galicia;2017M01;3574
12 Galicia;2016M12;3
12 Galicia;2016M11;2672
12 Galicia;2016M10;2491
12 Galicia;2016M09;2222
12 Galicia;2016M08;2389
12 Galicia;2016M07;2552
12 Galicia;2016M06;2366
12 Galicia;2016M05;2603
12 Galicia;2016M04;2679
12 Galicia;2016M03;2908
12 Galicia;2016M02;2889
12 Galicia;2016M01;2986
12 Galicia;2015M12;2755
12 Galicia;2015M11;2405
12 Galicia;2015M10;2474
12 Galicia;2015M09;2244
12 Galicia;2015M08;2329
12 Galicia;2015M07;2457
12 Galicia;2015M06;2272
12 Galicia;2015M05;2407
12 Galicia;2015M04;265
12 Galicia;2015M03;2988
12 Galicia;2015M02;3089
12 Galicia;2015M01;3618
12 Galicia;2014M12;2827
12 Galicia;2014M11;2398
12 Galicia;2014M10;2381
12 Galicia;2014M09;2256
12 Galicia;2014M08;2214
12 Galicia;2014M07;2263
12 Galicia;2014M06;2292
12 Galicia;2014M05;2501
12 Galicia;2014M04;2503
12 Galicia;2014M03;2647
12 Galicia;2014M02;2684
12 Galicia;2014M01;2963
12 Galicia;2013M12;2918
12 Galicia;2013M11;2505
12 Galicia;2013M10;2245
12 Galicia;2013M09;2168
12 Galicia;2013M08;2258
12 Galicia;2013M07;2673
12 Galicia;2013M06;2335
12 Galicia;2013M05;2468
12 Galicia;2013M04;2529
12 Galicia;2013M03;2946
12 Galicia;2013M02;256
12 Galicia;2013M01;2828
12 Galicia;2012M12;2712
12 Galicia;2012M11;2487
12 Galicia;2012M10;2368
12 Galicia;2012M09;2196
12 Galicia;2012M08;2266
12 Galicia;2012M07;2225
12 Galicia;2012M06;2219
12 Galicia;2012M05;2484
12 Galicia;2012M04;2634
12 Galicia;2012M03;2968
12 Galicia;2012M02;3282
12 Galicia;2012M01;303
12 Galicia;2011M12;2741
12 Galicia;2011M11;2519
12 Galicia;2011M10;2383
12 Galicia;2011M09;2237
12 Galicia;2011M08;2395
12 Galicia;2011M07;2295
12 Galicia;2011M06;2248
12 Galicia;2011M05;2413
12 Galicia;2011M04;2425
12 Galicia;2011M03;2717
12 Galicia;2011M02;2654
12 Galicia;2011M01;2852
12 Galicia;2010M12;2888
12 Galicia;2010M11;2436
12 Galicia;2010M10;2428
12 Galicia;2010M09;2168
12 Galicia;2010M08;2205
12 Galicia;2010M07;2372
12 Galicia;2010M06;2256
12 Galicia;2010M05;2388
12 Galicia;2010M04;2393
12 Galicia;2010M03;2657
12 Galicia;2010M02;2552
12 Galicia;2010M01;3006
12 Galicia;2009M12;2913
12 Galicia;2009M11;2384
12 Galicia;2009M10;2421
12 Galicia;2009M09;2236
12 Galicia;2009M08;2219
12 Galicia;2009M07;2323
12 Galicia;2009M06;2259
12 Galicia;2009M05;2407
12 Galicia;2009M04;2392
12 Galicia;2009M03;2676
12 Galicia;2009M02;2527
12 Galicia;2009M01;3423
12 Galicia;2008M12;2962
12 Galicia;2008M11;2496
12 Galicia;2008M10;2304
12 Galicia;2008M09;207
12 Galicia;2008M08;2207
12 Galicia;2008M07;2173
12 Galicia;2008M06;2192
12 Galicia;2008M05;2245
12 Galicia;2008M04;2511
12 Galicia;2008M03;2649
12 Galicia;2008M02;2704
12 Galicia;2008M01;3116
12 Galicia;2007M12;2918
12 Galicia;2007M11;2564
12 Galicia;2007M10;2425
12 Galicia;2007M09;2207
12 Galicia;2007M08;2332
12 Galicia;2007M07;2269
